soc_code,Title,total_weight_impact,ability_base,n_abil,abil_base_impact,aioe,rank
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,6.376932565445026,9.530448571428572,52,0.6691114817577943,0.8925152595413575,241
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",5.824755482423336,8.059394285714285,52,0.7227286910069696,1.5273239735131952,28
21-1013.00,Marriage and Family Therapists,6.479563784592371,8.95099142857143,52,0.7238934185446432,1.541113933876146,26
21-1014.00,Mental Health Counselors,7.035282931937173,9.674417142857143,52,0.7272048360175882,1.5803199406202673,19
21-1015.00,Rehabilitation Counselors,5.484213133881825,7.800625714285714,52,0.7030478495895892,1.2943098012911844,92
21-1021.00,"Child, Family, and School Social Workers",6.245486910994765,9.349857142857143,52,0.6679767204535341,0.8790800887387378,246
21-1022.00,Healthcare Social Workers,6.267557187733733,8.991911428571429,52,0.6970216774843697,1.2229620639162446,125
21-1023.00,Mental Health and Substance Abuse Social Workers,6.892836993268512,9.78732857142857,52,0.7042613255459987,1.308676925617707,87
21-1091.00,Health Education Specialists,5.611933777112939,8.389251428571429,52,0.6689433288410301,0.8905243887307261,242
21-1092.00,Probation Officers and Correctional Treatment Specialists,5.582654510097233,8.80102,52,0.6343190346229451,0.4805850429020699,340
21-1093.00,Social and Human Service Assistants,5.710084278234854,8.606254285714286,52,0.6634807767315394,0.8258497119209979,256
21-1094.00,Community Health Workers,5.975256813762154,9.999034285714286,52,0.5975833908579611,0.04564806833851946,440
21-2011.00,Clergy,6.690645026178011,9.207322857142858,52,0.7266656258271146,1.5739358834795023,20
21-2021.00,"Directors, Religious Activities and Education",5.609705893792071,7.990377142857143,52,0.7020577118574146,1.2825869222152575,97
23-1011.00,Lawyers,7.2401649214659685,10.023414285714285,52,0.722325219240404,1.522547011100491,29
23-1012.00,Judicial Law Clerks,6.05776215407629,8.506662857142857,52,0.7121196943863505,1.401717221584562,50
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",6.46668866118175,8.925037142857143,52,0.7245559382749628,1.5489579321721152,25
23-1022.00,"Arbitrators, Mediators, and Conciliators",5.888561301421092,8.063302857142856,52,0.7302914705981464,1.6168645977559843,16
23-1023.00,"Judges, Magistrate Judges, and Magistrates",6.801726522064323,9.258502857142858,52,0.734646478703287,1.6684263469271015,11
23-2011.00,Paralegals and Legal Assistants,4.947817696335078,7.132165714285714,52,0.6937328568270097,1.1840235954428067,141
23-2093.00,"Title Examiners, Abstractors, and Searchers",4.4747153328347045,6.351357142857143,52,0.704529005720778,1.3118461638135577,86
25-1011.00,"Business Teachers, Postsecondary",6.265004248317128,8.646574285714285,52,0.7245649018095011,1.5490640572374175,24
25-1021.00,"Computer Science Teachers, Postsecondary",6.300252655198205,8.9357,52,0.7050653731882455,1.3181965641235955,82
25-1022.00,"Mathematical Science Teachers, Postsecondary",6.12561421091997,8.670645714285715,52,0.706477281251088,1.334913054111991,74
25-1031.00,"Architecture Teachers, Postsecondary",6.839956364996261,9.873877142857143,52,0.6927325776930848,1.1721806457721378,147
25-1032.00,"Engineering Teachers, Postsecondary",7.074530097232611,10.099057142857143,52,0.700513918988594,1.2643089629663817,110
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",6.588523216155572,9.620465714285714,52,0.684844519155874,1.0787888343395347,175
25-1042.00,"Biological Science Teachers, Postsecondary",6.563991967090502,9.195785714285714,52,0.7138043633284425,1.4216631035051919,46
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",6.419214659685864,9.259077142857143,52,0.6932888192467354,1.178766348203788,144
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",6.662669080029918,9.301271428571429,52,0.7163181002936531,1.4514248563545964,40
25-1052.00,"Chemistry Teachers, Postsecondary",6.659799267015707,9.377894285714286,52,0.7101593453831998,1.3785073856559007,61
25-1053.00,"Environmental Science Teachers, Postsecondary",6.082495886312641,8.40952,52,0.7232869279474501,1.533933300616199,27
25-1054.00,"Physics Teachers, Postsecondary",6.60676794315632,9.544554285714286,52,0.692202877723157,1.165909186264835,149
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",6.972481077038145,9.66234,52,0.7216141304319807,1.514127972170338,30
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",5.7065091697830965,7.8290371428571435,52,0.7288902920826548,1.600275141797348,18
25-1063.00,"Economics Teachers, Postsecondary",6.318515527299926,8.884517142857144,52,0.7111827717480181,1.3906243903190105,57
25-1064.00,"Geography Teachers, Postsecondary",5.870010201944652,8.091574285714286,52,0.7254472361834685,1.559510582841322,21
25-1065.00,"Political Science Teachers, Postsecondary",5.508728930441286,7.469271428571428,52,0.7375189110639785,1.7024349258590548,8
25-1066.00,"Psychology Teachers, Postsecondary",6.028766716529544,8.225071428571429,52,0.7329743904213912,1.6486294155548484,12
25-1067.00,"Sociology Teachers, Postsecondary",5.70314406881077,7.732077142857143,52,0.7375953399636356,1.7033398168852947,7
25-1071.00,"Health Specialties Teachers, Postsecondary",6.297556290201944,9.114217142857143,52,0.6909596503455451,1.1511898156782623,153
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",6.9244122064323115,10.657537142857143,52,0.6497197348332178,0.6629238634347585,291
25-1081.00,"Education Teachers, Postsecondary",6.097813522812267,8.410394285714286,52,0.725033014584094,1.5546063462262403,23
25-1082.00,"Library Science Teachers, Postsecondary",6.006948092744951,8.28244857142857,52,0.7252623473530199,1.5573215647568595,22
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",5.585949827973074,7.587574285714286,52,0.7361970529224571,1.6867845949555433,9
25-1112.00,"Law Teachers, Postsecondary",6.276685714285715,8.478734285714285,52,0.7402856962814869,1.7351926801390356,4
25-1113.00,"Social Work Teachers, Postsecondary",6.152221989528796,8.36152,52,0.7357779434276059,1.681822487394081,10
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",6.340434854151084,9.431202857142857,52,0.6722827353192881,0.9300617753567327,231
25-1122.00,"Communications Teachers, Postsecondary",5.761009917726253,7.87338,52,0.7317073376016721,1.6336279601959482,14
25-1123.00,"English Language and Literature Teachers, Postsecondary",6.093470770381451,8.179251428571428,52,0.744991253000976,1.7909048003976331,1
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",5.797187913238594,7.8201600000000004,52,0.7413132101182832,1.7473580790185936,2
25-1125.00,"History Teachers, Postsecondary",5.726810979805535,7.725697142857143,52,0.7412678589271785,1.7468211370235622,3
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",5.703488032909499,7.706234285714286,52,0.740113500504721,1.733153943301911,5
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",5.644079147344802,7.930677142857142,52,0.7116768272969236,1.396473832541447,52
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",5.786488406881077,8.168457142857143,52,0.7083942910738089,1.3576097695373945,65
25-1194.00,"Career/Technical Education Teachers, Postsecondary",5.7536576065819,9.28836,52,0.6194481702455438,0.3045192904456794,382
25-2011.00,"Preschool Teachers, Except Special Education",5.292389663425579,8.62468,52,0.6136331624391373,0.23567166336822493,404
25-2012.00,"Kindergarten Teachers, Except Special Education",5.81220794315632,9.05394857142857,52,0.6419528338716027,0.5709665146649638,316
25-2021.00,"Elementary School Teachers, Except Special Education",6.356629259536275,9.428831428571428,52,0.674169361038134,0.9523987537839563,225
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",5.901964233358265,8.492197142857142,52,0.6949867194642857,1.1988688837264143,132
25-2023.00,"Career/Technical Education Teachers, Middle School",6.266700448765894,9.769934285714285,52,0.6414270828749727,0.5647418095989271,319
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",6.225792191473448,8.997777142857142,52,0.6919255825774452,1.1626261102281485,152
25-2032.00,"Career/Technical Education Teachers, Secondary School",7.094207284966342,11.381145714285713,52,0.6233298002732388,0.350476411312306,371
25-2051.00,"Special Education Teachers, Preschool",6.042601256544502,9.410891428571428,52,0.6420859599122767,0.5725426797033875,315
25-2056.00,"Special Education Teachers, Elementary School",6.4746322513089005,9.794085714285714,52,0.6610757185701328,0.7973746775085445,259
25-2057.00,"Special Education Teachers, Middle School",5.984977696335078,8.572577142857142,52,0.6981538452904903,1.2363665286220382,120
25-2058.00,"Special Education Teachers, Secondary School",6.189643275991025,9.06745142857143,52,0.6826221595725933,1.0524768862019676,186
25-2059.01,Adapted Physical Education Specialists,6.5093023934181,11.456362857142857,52,0.5681822821594426,-0.3024506160878778,520
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",5.494985100972326,7.746877142857143,52,0.7093161540633015,1.3685242999095069,63
25-3021.00,Self-Enrichment Teachers,4.623111039640987,7.040468571428572,52,0.6566482035588319,0.744954472321193,275
25-3031.00,"Substitute Teachers, Short-Term",4.637065878833209,6.725239999999999,52,0.6895019179736648,1.133930782146548,159
25-3041.00,Tutors,5.450284771877337,7.60502,52,0.7166693541736034,1.45558357753631,38
25-4011.00,Archivists,5.402955572176515,8.344931428571428,52,0.647453561293247,0.6360931736116407,297
25-4012.00,Curators,6.704112326103216,10.439474285714287,52,0.6421886909839262,0.5737589791041207,314
25-4013.00,Museum Technicians and Conservators,5.950441705310396,10.320397142857143,52,0.576571000412398,-0.20313117144310433,502
25-4022.00,Librarians and Media Collections Specialists,5.468047763649962,8.2965,52,0.6590788602000798,0.7737325836430052,266
25-4031.00,Library Technicians,4.4207529992520564,7.3505771428571425,52,0.6014157682227557,0.09102205516976156,432
25-9021.00,Farm and Home Management Educators,7.355475587135378,11.228394285714286,52,0.65507813494701,0.7263654176076901,277
25-9031.00,Instructional Coordinators,6.802589319371728,9.638594285714285,52,0.7057657079159454,1.3264882785575736,79
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",5.410645923709798,8.777217142857143,52,0.6164420722020026,0.2689281573036098,393
25-9043.00,"Teaching Assistants, Special Education",5.058574195961107,7.7686399999999995,52,0.6511531228067085,0.6798946679360822,288
25-9044.00,"Teaching Assistants, Postsecondary",4.990733522812266,7.090394285714286,52,0.7038724959016154,1.3040733207311113,89
27-1011.00,Art Directors,6.223370172026925,9.59630857142857,52,0.6485170965172989,0.6486850529223775,294
27-1012.00,Craft Artists,4.839077666417352,9.451877142857143,52,0.5119700132871787,-0.9679839142945516,680
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",5.099764607329843,9.690537142857142,52,0.5262623250031976,-0.798768019860991,636
27-1014.00,Special Effects Artists and Animators,5.800379596110695,9.310288571428572,52,0.6230074988127553,0.3466604764938796,373
27-1021.00,Commercial and Industrial Designers,6.293739865370232,9.927482857142857,52,0.6339713657467426,0.4764687668914241,344
27-1022.00,Fashion Designers,5.744806970830217,9.267165714285714,52,0.6199098136309749,0.30998498416459713,381
27-1023.00,Floral Designers,4.762767958115183,8.395311428571429,52,0.5673128386763885,-0.3127445181219013,522
27-1024.00,Graphic Designers,5.076080583395662,7.961108571428571,52,0.6376097672644591,0.5195461485887992,329
27-1025.00,Interior Designers,5.926038623784592,9.022108571428571,52,0.6568352150572997,0.7471686220410818,274
27-1026.00,Merchandise Displayers and Window Trimmers,5.2321086611817496,10.001197142857142,52,0.523148237800564,-0.8356377062915733,646
27-1027.00,Set and Exhibit Designers,6.55607612565445,10.768291428571429,52,0.6088316024080906,0.17882289799884454,418
27-2011.00,Actors,5.128018160059836,8.06852,52,0.635558709659248,0.49526235502924865,336
27-2012.00,Producers and Directors,7.2247528795811515,11.211254285714286,52,0.6444196782501977,0.6001730759439555,308
27-2012.03,Media Programming Directors,6.398675467464472,9.549394285714286,52,0.6700608725557359,0.9037557093882923,236
27-2012.04,Talent Directors,5.4102862079281975,7.752934285714286,52,0.6978372327877589,1.2326179490428162,122
27-2012.05,Media Technical Directors/Managers,6.813949259536275,10.909325714285714,52,0.6245985717168054,0.3654982145671465,369
27-2021.00,Athletes and Sports Competitors,5.955685938668661,12.522577142857143,52,0.475595867426201,-1.3986408820699956,826
27-2022.00,Coaches and Scouts,6.960175048616305,11.347954285714286,52,0.6133418300229083,0.23222239103431466,406
27-2023.00,"Umpires, Referees, and Other Sports Officials",5.4035186387434555,9.448822857142858,52,0.5718721496253529,-0.2587638958433488,513
27-2031.00,Dancers,5.050283709798055,11.675165714285715,52,0.4325663406745941,-1.9080951957598593,892
27-2032.00,Choreographers,6.30448243829469,12.497254285714286,52,0.504469405371818,-1.0567884479775576,720
27-2041.00,Music Directors and Composers,6.874792550486163,10.792574285714286,52,0.6369928404927506,0.5122419547292679,331
27-2042.00,Musicians and Singers,6.054557516828721,10.133322857142858,52,0.5974898463400814,0.04454053447157857,441
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,5.979659581151832,8.573288571428572,52,0.6974755989294127,1.2283363326036139,124
27-3023.00,"News Analysts, Reporters, and Journalists",5.518785160807778,8.176705714285713,52,0.6749399273555583,0.9615219852957061,223
27-3031.00,Public Relations Specialists,5.6616848915482425,7.878125714285714,52,0.7186588659383396,1.4791386902042345,33
27-3041.00,Editors,6.365435542258788,9.252574285714285,52,0.68796373265404,1.115719214288484,165
27-3042.00,Technical Writers,4.964437950635752,7.10482,52,0.69874225534718,1.243333094704197,117
27-3043.00,Writers and Authors,5.169815661929693,7.238048571428571,52,0.7142554530978131,1.427003846158343,45
27-3043.05,"Poets, Lyricists and Creative Writers",5.27933086013463,7.789428571428571,52,0.6777558599740016,0.9948616273467853,208
27-3091.00,Interpreters and Translators,6.149357681376215,8.803345714285713,52,0.6985250700080182,1.2407616974275106,119
27-3092.00,Court Reporters and Simultaneous Captioners,4.594563096484667,6.95602,52,0.6605160848422902,0.7907488129392783,262
27-4011.00,Audio and Video Technicians,6.053453926701571,10.514237142857143,52,0.5757387668218983,-0.21298452156533929,506
27-4012.00,Broadcast Technicians,5.896033148840688,10.225785714285713,52,0.5765848526048969,-0.20296716640388124,501
27-4014.00,Sound Engineering Technicians,6.225511652954375,10.096005714285715,52,0.6166311538577438,0.27116681695034556,391
27-4021.00,Photographers,5.69057081525804,10.432502857142858,52,0.5454655410290021,-0.5714087626342287,580
27-4031.00,"Camera Operators, Television, Video, and Film",5.875116813762154,11.039091428571428,52,0.5322101779641166,-0.7283475533374991,619
27-4032.00,Film and Video Editors,5.693844128646223,8.884374285714285,52,0.6408829643525593,0.5582996395513161,322
29-1011.00,Chiropractors,6.708805190725505,11.361839999999999,52,0.5904681979965838,-0.03859328799544528,459
29-1021.00,"Dentists, General",8.376642543006732,15.05802,52,0.5562911022170731,-0.4432379631454714,557
29-1022.00,Oral and Maxillofacial Surgeons,8.14591827973074,14.604217142857143,52,0.557778496447163,-0.4256277437477313,549
29-1023.00,Orthodontists,6.762834525056096,11.410377142857143,52,0.5926915859472364,-0.012269164353445876,453
29-1024.00,Prosthodontists,6.443241465968586,11.391505714285714,52,0.5656180690747781,-0.3328099882637181,525
29-1031.00,Dietitians and Nutritionists,6.4378749289454005,9.12038,52,0.7058779271198569,1.3278169140743332,78
29-1041.00,Optometrists,7.365352086761406,11.969182857142858,52,0.6153596427316657,0.2561125768276377,398
29-1051.00,Pharmacists,7.011682034405386,11.033377142857143,52,0.6354973589337198,0.494535984229292,337
29-1071.00,Physician Assistants,7.171905714285714,11.633322857142858,52,0.6164967483802072,0.26957550383389295,392
29-1071.01,Anesthesiologist Assistants,7.0772736724008976,12.515894285714285,52,0.565462883501576,-0.3346473303322609,526
29-1081.00,Podiatrists,7.593566596858639,12.07536,52,0.6288480506468246,0.4158105357862404,357
29-1122.00,Occupational Therapists,6.673129483919222,10.848308571428571,52,0.6151308694789887,0.2534039827706787,400
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",6.1108795063575165,9.772305714285714,52,0.6253262725320069,0.374113933757369,365
29-1123.00,Physical Therapists,6.695726596858639,11.601268571428571,52,0.577154692664281,-0.1962204624942066,499
29-1124.00,Radiation Therapists,6.450410830216903,11.539502857142857,52,0.5589851582058539,-0.41134129710195894,548
29-1125.00,Recreational Therapists,6.185841286462229,10.480302857142856,52,0.590234974196978,-0.04135457494731409,461
29-1126.00,Respiratory Therapists,6.52434435302917,11.466754285714286,52,0.5689791714781438,-0.2930157295903039,519
29-1127.00,Speech-Language Pathologists,7.637081151832461,10.66036,52,0.716399929442576,1.4523936844141059,39
29-1128.00,Exercise Physiologists,6.796384173522813,11.094625714285714,52,0.6125834569409242,0.22324352309943413,407
29-1129.01,Art Therapists,6.170480867614061,9.691911428571428,52,0.6366629444655975,0.5083361029388795,333
29-1129.02,Music Therapists,6.870716454749439,10.914002857142856,52,0.6295322206419234,0.4239108655275438,354
29-1131.00,Veterinarians,7.0266010321615555,12.013805714285715,52,0.5848771987219809,-0.10478873361876935,478
29-1141.00,Registered Nurses,7.618706207928197,13.123597142857143,52,0.5805349040354286,-0.1561999604292988,489
29-1141.01,Acute Care Nurses,7.078773926701571,11.222057142857143,52,0.6307911140166687,0.438815715955991,350
29-1141.02,Advanced Practice Psychiatric Nurses,6.678324951383695,9.805528571428571,52,0.6810775067081088,1.0341887449098808,197
29-1141.03,Critical Care Nurses,7.8247112490650705,13.501274285714286,52,0.5795535357239876,-0.16781901267842664,491
29-1141.04,Clinical Nurse Specialists,7.181727718773373,11.490194285714285,52,0.6250310081964747,0.37061810889543234,367
29-1151.00,Nurse Anesthetists,7.711297531787584,12.910791428571429,52,0.5972753548417313,0.04200103131331613,443
29-1161.00,Nurse Midwives,7.196184966342558,11.802111428571429,52,0.6097370805126867,0.18954343715329763,415
29-1171.00,Nurse Practitioners,7.699410022438294,12.4992,52,0.6159922252974825,0.26360212972885294,394
29-1181.00,Audiologists,7.406940927449514,11.349431428571428,52,0.6526266072503897,0.6973402004031637,283
29-1211.00,Anesthesiologists,8.084659072550487,13.381234285714285,52,0.6041788746783706,0.12373625421553137,424
29-1213.00,Dermatologists,7.075739311892296,11.270357142857144,52,0.6278185528820366,0.40362164790390426,360
29-1214.00,Emergency Medicine Physicians,9.214600897531788,15.239462857142858,52,0.6046539162115436,0.12936057724501487,422
29-1215.00,Family Medicine Physicians,7.360172849663425,10.896111428571428,52,0.6754861950442081,0.9679896007082243,218
29-1216.00,General Internal Medicine Physicians,7.668950471204188,11.595982857142857,52,0.6613454474434904,0.8005681715679144,258
29-1217.00,Neurologists,8.05762167539267,11.744322857142857,52,0.6860865265205183,1.0934937604058894,171
29-1218.00,Obstetricians and Gynecologists,7.908463305908751,12.842645714285714,52,0.6157970469520662,0.2612912874417596,396
29-1221.00,"Pediatricians, General",7.415754973821989,10.857254285714285,52,0.6830230534048983,1.0572233267886473,182
29-1222.00,"Physicians, Pathologists",7.9815597008227375,12.133622857142857,52,0.657805158013802,0.7586524021457457,273
29-1223.00,Psychiatrists,7.184787329842932,10.22068,52,0.7029656862207732,1.2933370161868474,93
29-1224.00,Radiologists,8.07908402393418,12.810608571428572,52,0.6306557552584127,0.43721311633440346,351
29-1229.01,Allergists and Immunologists,7.288574674644727,10.78812857142857,52,0.6756106609581841,0.9694632329224118,216
29-1229.02,Hospitalists,7.874468676140613,12.104734285714287,52,0.6505280074948749,0.6724935246698418,289
29-1229.03,Urologists,8.198164801795063,13.610737142857143,52,0.6023306978709396,0.10185449724333516,430
29-1229.04,Physical Medicine and Rehabilitation Physicians,7.385957816005983,11.764291428571429,52,0.6278285318627882,0.40373979549171024,359
29-1229.05,Preventive Medicine Physicians,7.990037172774869,11.241054285714286,52,0.7107907292049129,1.3859827458526923,58
29-1229.06,Sports Medicine Physicians,8.010521660433806,13.224248571428571,52,0.605744940226003,0.1422779140708214,421
29-1241.00,"Ophthalmologists, Except Pediatric",8.321203635003739,14.054517142857142,52,0.5920661343554434,-0.01967428905496747,454
29-1291.00,Acupuncturists,5.268977456993268,8.757914285714286,52,0.6016246888357775,0.09349560102438131,431
29-1292.00,Dental Hygienists,5.4559469259536275,9.989751428571429,52,0.5461544228567304,-0.5632526464681211,576
29-1299.01,Naturopathic Physicians,7.234791727748691,10.60956,52,0.6819125135961049,1.0440749298894652,192
29-1299.02,Orthoptists,6.569460732984293,10.25468,52,0.6406304958306152,0.5553105019222215,323
29-2011.00,Medical and Clinical Laboratory Technologists,6.976006207928197,11.966642857142856,52,0.5829543248852153,-0.12755487688770564,485
29-2011.01,Cytogenetic Technologists,6.34081904263276,10.24416,52,0.6189691534135312,0.29884790128986577,383
29-2011.02,Cytotechnologists,5.815024502617801,9.938588571428571,52,0.585095605963086,-0.10220286945706449,476
29-2011.04,Histotechnologists,5.681321346297681,10.130462857142858,52,0.5608155744129554,-0.389669819329528,544
29-2012.00,Medical and Clinical Laboratory Technicians,5.809851757666417,10.3407,52,0.561843178669376,-0.3775033499137325,540
29-2012.01,Histology Technicians,4.7378920269259535,8.679911428571428,52,0.5458456651216927,-0.5669082283876733,578
29-2031.00,Cardiovascular Technologists and Technicians,6.265665385190725,10.900397142857143,52,0.5748107434137403,-0.22397198910641813,510
29-2032.00,Diagnostic Medical Sonographers,6.262469992520568,11.131934285714285,52,0.5625679986772159,-0.3689217384594788,536
29-2033.00,Nuclear Medicine Technologists,6.040924382946896,10.342022857142856,52,0.5841143910037533,-0.11382010607169651,482
29-2034.00,Radiologic Technologists and Technicians,6.044287374719521,10.849231428571429,52,0.5571166413504557,-0.4334638730177933,553
29-2035.00,Magnetic Resonance Imaging Technologists,6.163529498878085,10.785254285714286,52,0.5714774390662303,-0.26343712867169883,515
29-2036.00,Medical Dosimetrists,6.86852172026926,10.601305714285715,52,0.6478939392355823,0.6413070920372753,296
29-2051.00,Dietetic Technicians,5.508265714285715,9.535808571428571,52,0.5776401311987028,-0.19047304266270082,497
29-2052.00,Pharmacy Technicians,5.541123320867614,9.423842857142857,52,0.5879897834531151,-0.06793683591709751,468
29-2053.00,Psychiatric Technicians,5.6166031114435295,9.49762857142857,52,0.5913690000827982,-0.0279281112378216,456
29-2055.00,Surgical Technologists,6.124827569184742,11.349091428571429,52,0.539675586167668,-0.6399597717402289,596
29-2056.00,Veterinary Technologists and Technicians,6.453548002991772,11.49072,52,0.5616312992564236,-0.3800119269086365,542
29-2057.00,Ophthalmic Medical Technicians,4.843396783844428,8.22836,52,0.5886223723614946,-0.06044720792219401,467
29-2061.00,Licensed Practical and Licensed Vocational Nurses,6.656120732984293,11.844,52,0.5619825002519667,-0.37585383185952187,539
29-2081.00,"Opticians, Dispensing",5.574554854151084,9.402574285714286,52,0.5928753854804139,-0.010093043161781667,451
29-2091.00,Orthotists and Prosthetists,6.881313926701571,11.538042857142857,52,0.5964021811932824,0.03166296544588175,445
29-2092.00,Hearing Aid Specialists,5.629910007479432,8.950131428571428,52,0.629030987132448,0.4179764388013978,356
29-2099.01,Neurodiagnostic Technologists,5.981798339566193,9.927271428571428,52,0.6025621826305797,0.10459519457967512,428
29-2099.05,Ophthalmic Medical Technologists,5.583382468212416,9.481162857142857,52,0.5888921593627139,-0.05725302564958801,463
29-2099.08,Patient Representatives,5.484585130890052,8.244754285714286,52,0.6652211746799066,0.8464554054823281,254
29-9091.00,Athletic Trainers,6.59658650710546,11.413322857142857,52,0.5779724791520364,-0.18653816093720121,495
29-9092.00,Genetic Counselors,6.5122799700822736,9.139685714285715,52,0.7125277798013672,1.4065488079562714,48
29-9093.00,Surgical Assistants,7.165941810022438,13.640699999999999,52,0.5253353427626469,-0.8097431603473965,640
29-9099.01,Midwives,6.645781510845175,10.90148,52,0.6096219514089074,0.18818034945562903,417
31-1121.00,Home Health Aides,5.231470157068062,9.487645714285714,52,0.5513981354922377,-0.5011689513038591,567
31-1122.00,Personal Care Aides,4.598404263275991,8.16316,52,0.5633117889733866,-0.36011552552917475,535
31-1131.00,Nursing Assistants,4.760164981301421,8.870662857142857,52,0.5366188590369466,-0.6761503352922829,604
31-1132.00,Orderlies,4.129306432311144,8.376694285714287,52,0.4929517887925446,-1.1931529374967822,759
31-1133.00,Psychiatric Aides,5.718064008975318,10.25241142857143,52,0.5577286913242882,-0.4262174187129927,550
31-2011.00,Occupational Therapy Assistants,5.648961944652206,9.893857142857144,52,0.5709564897781515,-0.2696049832139402,516
31-2012.00,Occupational Therapy Aides,4.783987958115183,8.686254285714286,52,0.5507538463366304,-0.5087971060702949,569
31-2021.00,Physical Therapist Assistants,5.874201226626776,10.417931428571428,52,0.5638548561105554,-0.35368580350943374,533
31-2022.00,Physical Therapist Aides,4.428389678384443,8.142788571428571,52,0.5438419086457412,-0.5906319933770101,585
31-9011.00,Massage Therapists,4.518661136873598,8.6677,52,0.5213218197299858,-0.8572618475476099,653
31-9091.00,Dental Assistants,5.255404532535527,9.442785714285714,52,0.5565523449912434,-0.44014494148642225,556
31-9092.00,Medical Assistants,5.85777928197457,9.74654,52,0.6010111569823312,0.0862316017912812,433
31-9093.00,Medical Equipment Preparers,5.165206581899776,9.940717142857142,52,0.5196010013836087,-0.8776357255755798,658
31-9094.00,Medical Transcriptionists,4.93316411368736,7.269165714285714,52,0.678642406513373,1.0053580234930142,207
31-9095.00,Pharmacy Aides,4.310586222887061,7.386071428571428,52,0.5836101457416841,-0.11979019087885082,483
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,4.751205489902767,8.917357142857142,52,0.5328042169656187,-0.7213143425480272,617
31-9097.00,Phlebotomists,5.099750890052356,9.035271428571429,52,0.5644269716044026,-0.34691215926389574,530
31-9099.01,Speech-Language Pathology Assistants,5.976374016454749,8.620625714285714,52,0.6932645279507926,1.178478747887508,145
31-9099.02,Endoscopy Technicians,5.390226970830216,9.96892,52,0.5407032026368168,-0.6277931577300696,595
33-1011.00,First-Line Supervisors of Correctional Officers,6.681413103964099,11.992414285714286,52,0.5571366152621322,-0.4332273889977946,552
33-1012.00,First-Line Supervisors of Police and Detectives,7.285605804038893,12.861525714285714,52,0.5664651275351053,-0.3227811169481613,523
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,7.4524349289454,13.967111428571428,52,0.5335702351239596,-0.7122449596244292,613
33-1091.00,First-Line Supervisors of Security Workers,6.586690351533283,11.401571428571428,52,0.577700222534901,-0.1897615825851059,496
33-2011.00,Firefighters,7.8875321765145845,16.262422857142855,52,0.4850158088866928,-1.2871121209135805,791
33-2021.00,Fire Inspectors and Investigators,6.743105130890052,11.495642857142856,52,0.5865792122012733,-0.0846374985380478,472
33-2022.00,Forest Fire Inspectors and Prevention Specialists,6.180738264771877,11.100717142857143,52,0.5567872944811435,-0.4373632229743921,554
33-3011.00,Bailiffs,4.452881121914734,7.997945714285715,52,0.5567531064834709,-0.4377679967240846,555
33-3012.00,Correctional Officers and Jailers,6.634096589379207,12.762022857142856,52,0.519831116402219,-0.8749112454865327,656
33-3021.00,Detectives and Criminal Investigators,7.6065074794315635,13.225268571428572,52,0.5751495660257825,-0.21996044972145093,509
33-3021.02,Police Identification and Records Officers,6.482670007479431,11.059237142857143,52,0.5861769599240766,-0.08940002262975834,473
33-3021.06,Intelligence Analysts,6.921983575168287,9.800988571428572,52,0.7062536115333264,1.3322648840957785,75
33-3031.00,Fish and Game Wardens,6.912644682124158,12.735734285714285,52,0.5427755107829232,-0.6032577653139978,589
33-3041.00,Parking Enforcement Workers,4.750335138369484,8.923345714285714,52,0.5323491087837712,-0.7267026617776626,618
33-3051.00,Police and Sheriff's Patrol Officers,7.842431593118922,14.799771428571429,52,0.5299022103800103,-0.755673069798947,627
33-3051.04,Customs and Border Protection Officers,6.661604981301421,11.55675142857143,52,0.5764253927649706,-0.2048551142723225,504
33-3052.00,Transit and Railroad Police,6.97496287210172,13.35428857142857,52,0.5223013442306927,-0.8456646253626967,649
33-9011.00,Animal Control Workers,5.31165827973074,9.718125714285714,52,0.5465722955119385,-0.5583051826487369,574
